[14 Oct] 03:29:36 | INFO | Iteration #1
[14 Oct] 04:10:46 | INFO | Page #10  Lot #98
[14 Oct] 04:10:46 | INFO | Page #10  Lot #99
[14 Oct] 04:10:47 | INFO | Page #10  Lot #100
[14 Oct] 04:11:50 | INFO | Iteration #24

[14 Oct] 04:12:00 | INFO | Page #1  Lot #1
[14 Oct] 04:12:00 | INFO | Page #1  Lot #2
[14 Oct] 04:12:00 | INFO | Page #1  Lot #3
[14 Oct] 04:12:01 | INFO | Page #1  Lot #4
[14 Oct] 04:12:01 | INFO | Page #1  Lot #5
[14 Oct] 04:12:01 | INFO | Page #1  Lot #6
[14 Oct] 04:12:02 | INFO | Page #1  Lot #7
[14 Oct] 04:12:02 | INFO | Page #1  Lot #8
[14 Oct] 04:12:02 | INFO | Page #1  Lot #9
[14 Oct] 04:12:03 | INFO | Page #1  Lot #10
[14 Oct] 04:12:04 | INFO | Page #2  Lot #11
[14 Oct] 04:12:04 | INFO | Page #2  Lot #12
[14 Oct] 04:12:05 | INFO | Page #2  Lot #13
[14 Oct] 04:12:05 | INFO | Page #2  Lot #14
[14 Oct] 04:12:05 | INFO | Page #2  Lot #15
[14 Oct] 04:12:06 | INFO | Page #2  Lot #16
[14 Oct] 04:12:06 | INFO | Page #2  Lot #17
[14 Oct] 04:12:06 | INFO | Page #2  Lot #18
[14 Oct] 04:12:07 | INFO | Page #2  Lot #19
[14 Oct] 04:12:07 | INFO | Page #2  Lot #20
[14 Oct] 04:12:12 | INFO | Page #3  Lot #21
[14 Oct] 04:12:12 | INFO | Page #3  Lot #22
[14 Oct] 04:12:13 | INFO | Page #3  Lot #23
[14 Oct] 04:12:13 | INFO | Page #3  Lot #24
[14 Oct] 04:12:13 | INFO | Page #3  Lot #25
[14 Oct] 04:12:14 | INFO | Page #3  Lot #26
[14 Oct] 04:12:14 | INFO | Page #3  Lot #27
[14 Oct] 04:12:14 | INFO | Page #3  Lot #28
[14 Oct] 04:12:15 | INFO | Page #3  Lot #29
[14 Oct] 04:12:15 | INFO | Page #3  Lot #30
[14 Oct] 04:12:17 | INFO | Page #4  Lot #31
[14 Oct] 04:12:17 | INFO | Page #4  Lot #32
[14 Oct] 04:12:17 | INFO | Page #4  Lot #33
[14 Oct] 04:12:18 | INFO | Page #4  Lot #34
[14 Oct] 04:12:18 | INFO | Page #4  Lot #35
[14 Oct] 04:12:18 | INFO | Page #4  Lot #36
[14 Oct] 04:12:19 | INFO | Page #4  Lot #37
[14 Oct] 04:12:19 | INFO | Page #4  Lot #38
[14 Oct] 04:12:19 | INFO | Page #4  Lot #39
[14 Oct] 04:12:20 | INFO | Page #4  Lot #40
[14 Oct] 04:12:21 | INFO | Page #5  Lot #41
[14 Oct] 04:12:21 | INFO | Page #5  Lot #42
[14 Oct] 04:12:21 | INFO | Page #5  Lot #43
[14 Oct] 04:12:22 | INFO | Page #5  Lot #44
[14 Oct] 04:12:22 | INFO | Page #5  Lot #45
[14 Oct] 04:12:22 | INFO | Page #5  Lot #46
[14 Oct] 04:12:23 | INFO | Page #5  Lot #47
[14 Oct] 04:12:23 | INFO | Page #5  Lot #48
[14 Oct] 04:12:23 | INFO | Page #5  Lot #49
[14 Oct] 04:12:24 | INFO | Page #5  Lot #50
[14 Oct] 04:12:25 | INFO | Page #6  Lot #51
[14 Oct] 04:12:25 | INFO | Page #6  Lot #52
[14 Oct] 04:12:26 | INFO | Page #6  Lot #53
[14 Oct] 04:12:26 | INFO | Page #6  Lot #54
[14 Oct] 04:12:26 | INFO | Page #6  Lot #55
[14 Oct] 04:12:27 | INFO | Page #6  Lot #56
[14 Oct] 04:12:27 | INFO | Page #6  Lot #57
[14 Oct] 04:12:27 | INFO | Page #6  Lot #58
[14 Oct] 04:12:28 | INFO | Page #6  Lot #59
[14 Oct] 04:12:28 | INFO | Page #6  Lot #60
[14 Oct] 04:12:32 | INFO | Page #7  Lot #61
[14 Oct] 04:12:32 | INFO | Page #7  Lot #62
[14 Oct] 04:12:33 | INFO | Page #7  Lot #63
[14 Oct] 04:12:33 | INFO | Page #7  Lot #64
[14 Oct] 04:12:33 | INFO | Page #7  Lot #65
[14 Oct] 04:12:34 | INFO | Page #7  Lot #66
[14 Oct] 04:12:34 | INFO | Page #7  Lot #67
[14 Oct] 04:12:35 | INFO | Page #7  Lot #68
[14 Oct] 04:12:35 | INFO | Page #7  Lot #69
[14 Oct] 04:12:35 | INFO | Page #7  Lot #70
[14 Oct] 04:12:42 | INFO | Page #8  Lot #71
[14 Oct] 04:12:42 | INFO | Page #8  Lot #72
[14 Oct] 04:12:42 | INFO | Page #8  Lot #73
[14 Oct] 04:12:43 | INFO | Page #8  Lot #74
[14 Oct] 04:12:43 | INFO | Page #8  Lot #75
[14 Oct] 04:12:43 | INFO | Page #8  Lot #76
[14 Oct] 04:12:44 | INFO | Page #8  Lot #77
[14 Oct] 04:12:44 | INFO | Page #8  Lot #78
[14 Oct] 04:12:44 | INFO | Page #8  Lot #79
[14 Oct] 04:12:45 | INFO | Page #8  Lot #80
[14 Oct] 04:12:47 | INFO | Page #9  Lot #81
[14 Oct] 04:12:48 | INFO | Page #9  Lot #82
[14 Oct] 04:12:48 | INFO | Page #9  Lot #83
[14 Oct] 04:12:48 | INFO | Page #9  Lot #84
[14 Oct] 04:12:49 | INFO | Page #9  Lot #85
[14 Oct] 04:12:49 | INFO | Page #9  Lot #86
[14 Oct] 04:12:49 | INFO | Page #9  Lot #87
[14 Oct] 04:12:50 | INFO | Page #9  Lot #88
[14 Oct] 04:12:50 | INFO | Page #9  Lot #89
[14 Oct] 04:12:50 | INFO | Page #9  Lot #90
[14 Oct] 04:12:54 | INFO | Page #10  Lot #91
[14 Oct] 04:12:54 | INFO | Page #10  Lot #92
[14 Oct] 04:12:54 | INFO | Page #10  Lot #93
[14 Oct] 04:12:55 | INFO | Page #10  Lot #94
[14 Oct] 04:12:55 | INFO | Page #10  Lot #95
[14 Oct] 04:12:55 | INFO | Page #10  Lot #96
[14 Oct] 04:12:56 | INFO | Page #10  Lot #97
[14 Oct] 04:12:56 | INFO | Page #10  Lot #98
[14 Oct] 04:12:57 | INFO | Page #10  Lot #99
[14 Oct] 04:12:57 | INFO | Page #10  Lot #100
[14 Oct] 04:14:01 | INFO | Iteration #25

[14 Oct] 04:14:10 | INFO | Page #1  Lot #1
[14 Oct] 04:14:11 | INFO | Page #1  Lot #2
[14 Oct] 04:14:11 | INFO | Page #1  Lot #3
[14 Oct] 04:14:11 | INFO | Page #1  Lot #4
[14 Oct] 04:14:12 | INFO | Page #1  Lot #5
[14 Oct] 04:14:12 | INFO | Page #1  Lot #6
[14 Oct] 04:14:12 | INFO | Page #1  Lot #7
[14 Oct] 04:14:13 | INFO | Page #1  Lot #8
[14 Oct] 04:14:13 | INFO | Page #1  Lot #9
[14 Oct] 04:14:13 | INFO | Page #1  Lot #10
[14 Oct] 04:14:17 | INFO | Page #2  Lot #11
[14 Oct] 04:14:17 | INFO | Page #2  Lot #12
[14 Oct] 04:14:17 | INFO | Page #2  Lot #13
[14 Oct] 04:14:18 | INFO | Page #2  Lot #14
[14 Oct] 04:14:18 | INFO | Page #2  Lot #15
[14 Oct] 04:14:19 | INFO | Page #2  Lot #16
[14 Oct] 04:14:19 | INFO | Page #2  Lot #17
[14 Oct] 04:14:19 | INFO | Page #2  Lot #18
[14 Oct] 04:14:20 | INFO | Page #2  Lot #19
[14 Oct] 04:14:20 | INFO | Page #2  Lot #20
[14 Oct] 04:14:22 | INFO | Page #3  Lot #21
[14 Oct] 04:14:23 | INFO | Page #3  Lot #22
[14 Oct] 04:14:23 | INFO | Page #3  Lot #23
[14 Oct] 04:14:23 | INFO | Page #3  Lot #24
[14 Oct] 04:14:24 | INFO | Page #3  Lot #25
[14 Oct] 04:14:24 | INFO | Page #3  Lot #26
[14 Oct] 04:14:24 | INFO | Page #3  Lot #27
[14 Oct] 04:14:25 | INFO | Page #3  Lot #28
[14 Oct] 04:14:25 | INFO | Page #3  Lot #29
[14 Oct] 04:14:25 | INFO | Page #3  Lot #30
[14 Oct] 04:14:26 | INFO | Page #4  Lot #31
[14 Oct] 04:14:27 | INFO | Page #4  Lot #32
[14 Oct] 04:14:27 | INFO | Page #4  Lot #33
[14 Oct] 04:14:27 | INFO | Page #4  Lot #34
[14 Oct] 04:14:28 | INFO | Page #4  Lot #35
[14 Oct] 04:14:28 | INFO | Page #4  Lot #36
[14 Oct] 04:14:28 | INFO | Page #4  Lot #37
[14 Oct] 04:14:29 | INFO | Page #4  Lot #38
[14 Oct] 04:14:29 | INFO | Page #4  Lot #39
[14 Oct] 04:14:29 | INFO | Page #4  Lot #40
[14 Oct] 04:14:30 | INFO | Page #5  Lot #41
[14 Oct] 04:14:31 | INFO | Page #5  Lot #42
[14 Oct] 04:14:31 | INFO | Page #5  Lot #43
[14 Oct] 04:14:31 | INFO | Page #5  Lot #44
[14 Oct] 04:14:32 | INFO | Page #5  Lot #45
[14 Oct] 04:14:32 | INFO | Page #5  Lot #46
[14 Oct] 04:14:32 | INFO | Page #5  Lot #47
[14 Oct] 04:14:33 | INFO | Page #5  Lot #48
[14 Oct] 04:14:33 | INFO | Page #5  Lot #49
[14 Oct] 04:14:33 | INFO | Page #5  Lot #50
[14 Oct] 04:14:35 | INFO | Page #6  Lot #51
[14 Oct] 04:14:35 | INFO | Page #6  Lot #52
[14 Oct] 04:14:36 | INFO | Page #6  Lot #53
[14 Oct] 04:14:36 | INFO | Page #6  Lot #54
[14 Oct] 04:14:36 | INFO | Page #6  Lot #55
[14 Oct] 04:14:37 | INFO | Page #6  Lot #56
[14 Oct] 04:14:37 | INFO | Page #6  Lot #57
[14 Oct] 04:14:37 | INFO | Page #6  Lot #58
[14 Oct] 04:14:38 | INFO | Page #6  Lot #59
[14 Oct] 04:14:38 | INFO | Page #6  Lot #60
[14 Oct] 04:14:40 | INFO | Page #7  Lot #61
[14 Oct] 04:14:40 | INFO | Page #7  Lot #62
[14 Oct] 04:14:41 | INFO | Page #7  Lot #63
[14 Oct] 04:14:41 | INFO | Page #7  Lot #64
[14 Oct] 04:14:41 | INFO | Page #7  Lot #65
[14 Oct] 04:14:42 | INFO | Page #7  Lot #66
[14 Oct] 04:14:42 | INFO | Page #7  Lot #67
[14 Oct] 04:14:42 | INFO | Page #7  Lot #68
[14 Oct] 04:14:43 | INFO | Page #7  Lot #69
[14 Oct] 04:14:43 | INFO | Page #7  Lot #70
[14 Oct] 04:14:47 | INFO | Page #8  Lot #71
[14 Oct] 04:14:48 | INFO | Page #8  Lot #72
[14 Oct] 04:14:48 | INFO | Page #8  Lot #73
[14 Oct] 04:14:48 | INFO | Page #8  Lot #74
[14 Oct] 04:14:49 | INFO | Page #8  Lot #75
[14 Oct] 04:14:49 | INFO | Page #8  Lot #76
[14 Oct] 04:14:50 | INFO | Page #8  Lot #77
[14 Oct] 04:14:50 | INFO | Page #8  Lot #78
[14 Oct] 04:14:50 | INFO | Page #8  Lot #79
[14 Oct] 04:14:51 | INFO | Page #8  Lot #80
[14 Oct] 04:14:52 | INFO | Page #9  Lot #81
[14 Oct] 04:14:52 | INFO | Page #9  Lot #82
[14 Oct] 04:14:53 | INFO | Page #9  Lot #83
[14 Oct] 04:14:53 | INFO | Page #9  Lot #84
[14 Oct] 04:14:53 | INFO | Page #9  Lot #85
[14 Oct] 04:14:54 | INFO | Page #9  Lot #86
[14 Oct] 04:14:54 | INFO | Page #9  Lot #87
[14 Oct] 04:14:54 | INFO | Page #9  Lot #88
[14 Oct] 04:14:55 | INFO | Page #9  Lot #89
[14 Oct] 04:14:55 | INFO | Page #9  Lot #90
[14 Oct] 04:15:00 | INFO | Page #10  Lot #91
[14 Oct] 04:15:00 | INFO | Page #10  Lot #92
[14 Oct] 04:15:01 | INFO | Page #10  Lot #93
[14 Oct] 04:15:01 | INFO | Page #10  Lot #94
[14 Oct] 04:15:01 | INFO | Page #10  Lot #95
[14 Oct] 04:15:02 | INFO | Page #10  Lot #96
[14 Oct] 04:15:02 | INFO | Page #10  Lot #97
[14 Oct] 04:15:02 | INFO | Page #10  Lot #98
[14 Oct] 04:15:03 | INFO | Page #10  Lot #99
[14 Oct] 04:15:03 | INFO | Page #10  Lot #100
[14 Oct] 04:16:04 | INFO | Iteration #26

[14 Oct] 04:16:18 | INFO | Page #1  Lot #1
[14 Oct] 04:16:19 | INFO | Page #1  Lot #2
[14 Oct] 04:16:19 | INFO | Page #1  Lot #3
[14 Oct] 04:16:19 | INFO | Page #1  Lot #4
[14 Oct] 04:16:20 | INFO | Page #1  Lot #5
[14 Oct] 04:16:20 | INFO | Page #1  Lot #6
[14 Oct] 04:16:20 | INFO | Page #1  Lot #7
[14 Oct] 04:16:21 | INFO | Page #1  Lot #8
[14 Oct] 04:16:21 | INFO | Page #1  Lot #9
[14 Oct] 04:16:21 | INFO | Page #1  Lot #10
[14 Oct] 04:16:29 | INFO | Page #2  Lot #11
[14 Oct] 04:16:29 | INFO | Page #2  Lot #12
[14 Oct] 04:16:30 | INFO | Page #2  Lot #13
[14 Oct] 04:16:30 | INFO | Page #2  Lot #14
[14 Oct] 04:16:30 | INFO | Page #2  Lot #15
[14 Oct] 04:16:31 | INFO | Page #2  Lot #16
[14 Oct] 04:16:31 | INFO | Page #2  Lot #17
[14 Oct] 04:16:31 | INFO | Page #2  Lot #18
[14 Oct] 04:16:32 | INFO | Page #2  Lot #19
[14 Oct] 04:16:32 | INFO | Page #2  Lot #20
[14 Oct] 04:16:36 | INFO | Page #3  Lot #21
[14 Oct] 04:16:37 | INFO | Page #3  Lot #22
[14 Oct] 04:16:37 | INFO | Page #3  Lot #23
[14 Oct] 04:16:37 | INFO | Page #3  Lot #24
[14 Oct] 04:16:38 | INFO | Page #3  Lot #25
[14 Oct] 04:16:38 | INFO | Page #3  Lot #26
[14 Oct] 04:16:38 | INFO | Page #3  Lot #27
[14 Oct] 04:16:39 | INFO | Page #3  Lot #28
[14 Oct] 04:16:39 | INFO | Page #3  Lot #29
[14 Oct] 04:16:39 | INFO | Page #3  Lot #30
[14 Oct] 04:16:41 | INFO | Page #4  Lot #31
[14 Oct] 04:16:42 | INFO | Page #4  Lot #32
[14 Oct] 04:16:42 | INFO | Page #4  Lot #33
[14 Oct] 04:16:42 | INFO | Page #4  Lot #34
[14 Oct] 04:16:43 | INFO | Page #4  Lot #35
[14 Oct] 04:16:43 | INFO | Page #4  Lot #36
[14 Oct] 04:16:43 | INFO | Page #4  Lot #37
[14 Oct] 04:16:44 | INFO | Page #4  Lot #38
[14 Oct] 04:16:44 | INFO | Page #4  Lot #39
[14 Oct] 04:16:44 | INFO | Page #4  Lot #40
[14 Oct] 04:16:50 | INFO | Page #5  Lot #41
[14 Oct] 04:16:50 | INFO | Page #5  Lot #42
[14 Oct] 04:16:51 | INFO | Page #5  Lot #43
[14 Oct] 04:16:51 | INFO | Page #5  Lot #44
[14 Oct] 04:16:51 | INFO | Page #5  Lot #45
[14 Oct] 04:16:52 | INFO | Page #5  Lot #46
[14 Oct] 04:16:52 | INFO | Page #5  Lot #47
[14 Oct] 04:16:52 | INFO | Page #5  Lot #48
[14 Oct] 04:16:53 | INFO | Page #5  Lot #49
[14 Oct] 04:16:53 | INFO | Page #5  Lot #50
[14 Oct] 04:17:03 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:18:03 | INFO | Iteration #27

[14 Oct] 04:18:12 | INFO | Page #1  Lot #1
[14 Oct] 04:18:13 | INFO | Page #1  Lot #2
[14 Oct] 04:18:13 | INFO | Page #1  Lot #3
[14 Oct] 04:18:13 | INFO | Page #1  Lot #4
[14 Oct] 04:18:14 | INFO | Page #1  Lot #5
[14 Oct] 04:18:14 | INFO | Page #1  Lot #6
[14 Oct] 04:18:14 | INFO | Page #1  Lot #7
[14 Oct] 04:18:15 | INFO | Page #1  Lot #8
[14 Oct] 04:18:15 | INFO | Page #1  Lot #9
[14 Oct] 04:18:16 | INFO | Page #1  Lot #10
[14 Oct] 04:18:17 | INFO | Page #2  Lot #11
[14 Oct] 04:18:17 | INFO | Page #2  Lot #12
[14 Oct] 04:18:18 | INFO | Page #2  Lot #13
[14 Oct] 04:18:18 | INFO | Page #2  Lot #14
[14 Oct] 04:18:18 | INFO | Page #2  Lot #15
[14 Oct] 04:18:19 | INFO | Page #2  Lot #16
[14 Oct] 04:18:19 | INFO | Page #2  Lot #17
[14 Oct] 04:18:19 | INFO | Page #2  Lot #18
[14 Oct] 04:18:20 | INFO | Page #2  Lot #19
[14 Oct] 04:18:20 | INFO | Page #2  Lot #20
[14 Oct] 04:18:22 | INFO | Page #3  Lot #21
[14 Oct] 04:18:23 | INFO | Page #3  Lot #22
[14 Oct] 04:18:23 | INFO | Page #3  Lot #23
[14 Oct] 04:18:23 | INFO | Page #3  Lot #24
[14 Oct] 04:18:24 | INFO | Page #3  Lot #25
[14 Oct] 04:18:24 | INFO | Page #3  Lot #26
[14 Oct] 04:18:24 | INFO | Page #3  Lot #27
[14 Oct] 04:18:25 | INFO | Page #3  Lot #28
[14 Oct] 04:18:25 | INFO | Page #3  Lot #29
[14 Oct] 04:18:25 | INFO | Page #3  Lot #30
[14 Oct] 04:18:29 | INFO | Page #4  Lot #31
[14 Oct] 04:18:30 | INFO | Page #4  Lot #32
[14 Oct] 04:18:30 | INFO | Page #4  Lot #33
[14 Oct] 04:18:30 | INFO | Page #4  Lot #34
[14 Oct] 04:18:31 | INFO | Page #4  Lot #35
[14 Oct] 04:18:31 | INFO | Page #4  Lot #36
[14 Oct] 04:18:31 | INFO | Page #4  Lot #37
[14 Oct] 04:18:32 | INFO | Page #4  Lot #38
[14 Oct] 04:18:32 | INFO | Page #4  Lot #39
[14 Oct] 04:18:33 | INFO | Page #4  Lot #40
[14 Oct] 04:18:34 | INFO | Page #5  Lot #41
[14 Oct] 04:18:34 | INFO | Page #5  Lot #42
[14 Oct] 04:18:35 | INFO | Page #5  Lot #43
[14 Oct] 04:18:35 | INFO | Page #5  Lot #44
[14 Oct] 04:18:35 | INFO | Page #5  Lot #45
[14 Oct] 04:18:36 | INFO | Page #5  Lot #46
[14 Oct] 04:18:36 | INFO | Page #5  Lot #47
[14 Oct] 04:18:36 | INFO | Page #5  Lot #48
[14 Oct] 04:18:37 | INFO | Page #5  Lot #49
[14 Oct] 04:18:37 | INFO | Page #5  Lot #50
[14 Oct] 04:18:38 | INFO | Page #6  Lot #51
[14 Oct] 04:18:39 | INFO | Page #6  Lot #52
[14 Oct] 04:18:39 | INFO | Page #6  Lot #53
[14 Oct] 04:18:39 | INFO | Page #6  Lot #54
[14 Oct] 04:18:40 | INFO | Page #6  Lot #55
[14 Oct] 04:18:40 | INFO | Page #6  Lot #56
[14 Oct] 04:18:40 | INFO | Page #6  Lot #57
[14 Oct] 04:18:41 | INFO | Page #6  Lot #58
[14 Oct] 04:18:41 | INFO | Page #6  Lot #59
[14 Oct] 04:18:42 | INFO | Page #6  Lot #60
[14 Oct] 04:18:43 | INFO | Page #7  Lot #61
[14 Oct] 04:18:44 | INFO | Page #7  Lot #62
[14 Oct] 04:18:44 | INFO | Page #7  Lot #63
[14 Oct] 04:18:44 | INFO | Page #7  Lot #64
[14 Oct] 04:18:45 | INFO | Page #7  Lot #65
[14 Oct] 04:18:45 | INFO | Page #7  Lot #66
[14 Oct] 04:18:46 | INFO | Page #7  Lot #67
[14 Oct] 04:18:46 | INFO | Page #7  Lot #68
[14 Oct] 04:18:46 | INFO | Page #7  Lot #69
[14 Oct] 04:18:47 | INFO | Page #7  Lot #70
[14 Oct] 04:18:49 | INFO | Page #8  Lot #71
[14 Oct] 04:18:50 | INFO | Page #8  Lot #72
[14 Oct] 04:18:50 | INFO | Page #8  Lot #73
[14 Oct] 04:18:50 | INFO | Page #8  Lot #74
[14 Oct] 04:18:51 | INFO | Page #8  Lot #75
[14 Oct] 04:18:51 | INFO | Page #8  Lot #76
[14 Oct] 04:18:52 | INFO | Page #8  Lot #77
[14 Oct] 04:18:52 | INFO | Page #8  Lot #78
[14 Oct] 04:18:52 | INFO | Page #8  Lot #79
[14 Oct] 04:18:53 | INFO | Page #8  Lot #80
[14 Oct] 04:19:03 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:20:03 | INFO | Iteration #28

[14 Oct] 04:20:12 | INFO | Page #1  Lot #1
[14 Oct] 04:20:12 | INFO | Page #1  Lot #2
[14 Oct] 04:20:12 | INFO | Page #1  Lot #3
[14 Oct] 04:20:13 | INFO | Page #1  Lot #4
[14 Oct] 04:20:13 | INFO | Page #1  Lot #5
[14 Oct] 04:20:13 | INFO | Page #1  Lot #6
[14 Oct] 04:20:14 | INFO | Page #1  Lot #7
[14 Oct] 04:20:14 | INFO | Page #1  Lot #8
[14 Oct] 04:20:15 | INFO | Page #1  Lot #9
[14 Oct] 04:20:15 | INFO | Page #1  Lot #10
[14 Oct] 04:20:16 | INFO | Page #2  Lot #11
[14 Oct] 04:20:17 | INFO | Page #2  Lot #12
[14 Oct] 04:20:17 | INFO | Page #2  Lot #13
[14 Oct] 04:20:17 | INFO | Page #2  Lot #14
[14 Oct] 04:20:18 | INFO | Page #2  Lot #15
[14 Oct] 04:20:18 | INFO | Page #2  Lot #16
[14 Oct] 04:20:18 | INFO | Page #2  Lot #17
[14 Oct] 04:20:19 | INFO | Page #2  Lot #18
[14 Oct] 04:20:19 | INFO | Page #2  Lot #19
[14 Oct] 04:20:19 | INFO | Page #2  Lot #20
[14 Oct] 04:20:21 | INFO | Page #3  Lot #21
[14 Oct] 04:20:21 | INFO | Page #3  Lot #22
[14 Oct] 04:20:21 | INFO | Page #3  Lot #23
[14 Oct] 04:20:22 | INFO | Page #3  Lot #24
[14 Oct] 04:20:22 | INFO | Page #3  Lot #25
[14 Oct] 04:20:23 | INFO | Page #3  Lot #26
[14 Oct] 04:20:23 | INFO | Page #3  Lot #27
[14 Oct] 04:20:23 | INFO | Page #3  Lot #28
[14 Oct] 04:20:24 | INFO | Page #3  Lot #29
[14 Oct] 04:20:24 | INFO | Page #3  Lot #30
[14 Oct] 04:20:26 | INFO | Page #4  Lot #31
[14 Oct] 04:20:26 | INFO | Page #4  Lot #32
[14 Oct] 04:20:27 | INFO | Page #4  Lot #33
[14 Oct] 04:20:27 | INFO | Page #4  Lot #34
[14 Oct] 04:20:27 | INFO | Page #4  Lot #35
[14 Oct] 04:20:28 | INFO | Page #4  Lot #36
[14 Oct] 04:20:28 | INFO | Page #4  Lot #37
[14 Oct] 04:20:28 | INFO | Page #4  Lot #38
[14 Oct] 04:20:29 | INFO | Page #4  Lot #39
[14 Oct] 04:20:29 | INFO | Page #4  Lot #40
[14 Oct] 04:20:30 | INFO | Page #5  Lot #41
[14 Oct] 04:20:30 | INFO | Page #5  Lot #42
[14 Oct] 04:20:30 | INFO | Page #5  Lot #43
[14 Oct] 04:20:31 | INFO | Page #5  Lot #44
[14 Oct] 04:20:31 | INFO | Page #5  Lot #45
[14 Oct] 04:20:32 | INFO | Page #5  Lot #46
[14 Oct] 04:20:32 | INFO | Page #5  Lot #47
[14 Oct] 04:20:32 | INFO | Page #5  Lot #48
[14 Oct] 04:20:33 | INFO | Page #5  Lot #49
[14 Oct] 04:20:33 | INFO | Page #5  Lot #50
[14 Oct] 04:20:35 | INFO | Page #6  Lot #51
[14 Oct] 04:20:36 | INFO | Page #6  Lot #52
[14 Oct] 04:20:36 | INFO | Page #6  Lot #53
[14 Oct] 04:20:36 | INFO | Page #6  Lot #54
[14 Oct] 04:20:37 | INFO | Page #6  Lot #55
[14 Oct] 04:20:37 | INFO | Page #6  Lot #56
[14 Oct] 04:20:37 | INFO | Page #6  Lot #57
[14 Oct] 04:20:38 | INFO | Page #6  Lot #58
[14 Oct] 04:20:38 | INFO | Page #6  Lot #59
[14 Oct] 04:20:38 | INFO | Page #6  Lot #60
[14 Oct] 04:20:41 | INFO | Page #7  Lot #61
[14 Oct] 04:20:42 | INFO | Page #7  Lot #62
[14 Oct] 04:20:42 | INFO | Page #7  Lot #63
[14 Oct] 04:20:42 | INFO | Page #7  Lot #64
[14 Oct] 04:20:43 | INFO | Page #7  Lot #65
[14 Oct] 04:20:43 | INFO | Page #7  Lot #66
[14 Oct] 04:20:43 | INFO | Page #7  Lot #67
[14 Oct] 04:20:44 | INFO | Page #7  Lot #68
[14 Oct] 04:20:44 | INFO | Page #7  Lot #69
[14 Oct] 04:20:44 | INFO | Page #7  Lot #70
[14 Oct] 04:20:45 | INFO | Page #8  Lot #71
[14 Oct] 04:20:46 | INFO | Page #8  Lot #72
[14 Oct] 04:20:46 | INFO | Page #8  Lot #73
[14 Oct] 04:20:46 | INFO | Page #8  Lot #74
[14 Oct] 04:20:47 | INFO | Page #8  Lot #75
[14 Oct] 04:20:47 | INFO | Page #8  Lot #76
[14 Oct] 04:20:47 | INFO | Page #8  Lot #77
[14 Oct] 04:20:48 | INFO | Page #8  Lot #78
[14 Oct] 04:20:48 | INFO | Page #8  Lot #79
[14 Oct] 04:20:48 | INFO | Page #8  Lot #80
[14 Oct] 04:20:49 | INFO | Page #9  Lot #81
[14 Oct] 04:20:50 | INFO | Page #9  Lot #82
[14 Oct] 04:20:50 | INFO | Page #9  Lot #83
[14 Oct] 04:20:50 | INFO | Page #9  Lot #84
[14 Oct] 04:20:51 | INFO | Page #9  Lot #85
[14 Oct] 04:20:51 | INFO | Page #9  Lot #86
[14 Oct] 04:20:51 | INFO | Page #9  Lot #87
[14 Oct] 04:20:52 | INFO | Page #9  Lot #88
[14 Oct] 04:20:52 | INFO | Page #9  Lot #89
[14 Oct] 04:20:52 | INFO | Page #9  Lot #90
[14 Oct] 04:20:54 | INFO | Page #10  Lot #91
